label	text_a
0	吃虾皮是补钙的好方法
0	剃胎毛可以让宝宝头发快点长出来
0	玫瑰痤疮是不治之症
0	运动超过30分钟才能燃烧脂肪
0	男性乳腺癌发病因素和女性一样
0	面包改良剂会致癌
1	没有外伤的骨折可能提示恶性肿瘤
0	大枣红糖生姜水、蔓越莓干、百合能治疗闭经
0	胃寒的人不能喝绿茶
1	腱鞘炎通常不会变成骨肿瘤
0	只有习惯性流产的人才需要做孕前检查
0	坐月子的时候不可以剪指甲
1	大量饮酒可能会导致胰腺溶解
0	经期不能吃牛奶、奶油等食物
0	哺乳期妈妈不能减肥
0	煮好的花椒水可以医治新型冠状病毒肺炎
0	鱼刺卡喉，可以用喝醋、吞饭团的方式处理
0	过度喝饮料会导致肾结石
1	食物过敏会引起口腔溃疡
0	植入人工耳蜗需要进行开颅手术
0	空腹吃西红柿会伤胃
0	高烧会烧坏孩子大脑
1	肥胖是肝硬化的常见病因
0	适量饮酒能预防老年痴呆
0	干豆腐点燃有猪毛味不能吃
0	孕妇不能吃山楂，因为吃多了会宫缩
0	牛奶不能与酸性食物同食
0	益生菌将替代抗生素
1	西班牙从去年3月的废水检出新冠病毒相关研究漏洞大
0	中国式煮米饭如同吃砒霜
0	常喝柠檬水会导致钙流失
0	输卵管结扎会引起月经量增多
0	吃葡萄干可以补铁
0	皮癣是胰腺癌疾病的早期症状表现
0	麻药会影响伤口愈合
0	新型冠状病毒抗体能治疗和预防肺炎
1	孕妇发烧不可随意用药
0	枸杞与矷山苁蓉同食可以补肾
0	电子烟会造成“爆米花肺”（闭塞性细支气管炎）
1	胸口像压着大石头可能提示心梗
0	长期吃乳果糖会引起结肠黑变病
1	孩子舒服时可以不要退热
0	喝苏打水可以养胃、缓解便秘
1	心脏原因导致的晕厥猝死的风险比较大
0	举重会让你变得很“粗壮”，不适用于减肥
1	勤洗手和戴口罩可以降低新型冠状病毒感染风险
0	吃油炸类快餐食品伤肝
0	乳房不涨是奶水不够
1	痛风有遗传风险
1	紫菜和海苔是一种东西
0	有证据认为蚊子苍蝇可以传播新型冠状病毒
1	抗氧化食物有助于预防糖尿病
0	奶牛全靠打激素来产奶
0	酵素保健品能减肥、排毒、延年益寿
0	紫薯掉色是染色所至
1	生过孩子后建议做盆底肌恢复治疗
0	治糖尿病不能降血糖
1	高度近视已成为我国首位不可逆致盲性眼病
0	发烧了捂一身汗就好
0	长期服用美托洛尔降压药会损害肝、肾
0	转呼啦圈可以只减肚子
1	短效避孕药可以治痛经
1	4个汤圆就等于一碗米饭
0	绿豆汤低温冷藏后表面会有一层膜，不能吃
0	捂被子发汗能治感冒
0	雾化比输液伤害大
0	孕妇因吃大闸蟹导致流产
1	跑完步最好不要立即坐下来
0	使用瘦身贴，不用运动就能减肥
0	抹“蓖麻油＋薄荷油”可以生发
1	EB病毒与鼻咽癌、淋巴瘤密切相关
0	用纯天然中草药治疗抑郁症无副作用
1	产妇情绪改变会影响生产过程
0	月经是身体在排毒
0	肯德基全家桶中含有荧光增白剂，对人体有害
1	女性雌激素减少会导致骨质疏松
0	起夜喝水是救命药
1	坂崎克洛诺斯菌致死率高
0	左旋肉碱可以有效减肥
0	强直性脊柱炎不能治愈，是不死的癌症
0	速生肉制品会导致性早熟
0	未经处理的生水中含有“益生菌”，有益健康
0	肝不好的人，常用柚子皮泡水喝，疏肝降火
1	乳腺癌是女性恶性肿瘤发病之首
0	猪头骨有毒
1	刷牙的目的是消灭牙菌斑，时间最好不少于2分钟
0	柠檬泡水可以让水变成“碱性水”，可以抗癌
1	蟹膏是螃蟹的生殖系统和精液
0	吃豆腐会损害男人健康
1	奥司他韦（达菲）可以预防流感
0	X光片可以确诊肺癌
1	食用“见手青（小美牛肝菌）”会让人出现幻觉
0	牛黄解毒片可以治喉咙痛、感冒
0	广东中医院制定出预防新型冠状病毒肺炎药方
0	黄鳝又粗又大是因为使用避孕药
0	特别白的挂面加了增白剂，吃了对人体有害
0	两种食物搭配吃致命又致癌
0	跑步太多会缩短寿命
0	戴隐形眼镜会增加感染新冠病毒的几率
0	00后少年肾衰竭猛增，熬夜、喝茶、抽烟是帮凶
0	孕期不能养狗
1	口交有可能导致人体咽部感染HPV病毒
0	常吃猪油能解毒、抗癌、治心脏病
0	产后没来月经，过性生活就不用避孕
0	牙齿矫正要在30岁之前完成
1	白内障不及时治疗会导致患者失明
0	松茸蘑菇能预防新型冠状病毒
0	“洗茶”能洗掉农药
1	癌通常指上皮组织来源的恶性肿瘤
0	葡萄籽精华素能防癌
1	宫颈癌属于“穷癌”
0	冰袋放在肥胖处能冰敷减肥
0	痛风患者煮菜不能放生抽和蚝油
1	毛周角化症在冬天会加重
0	贫血和低血糖可以划等号
0	三叉神经痛不能吃鱼
0	宫颈癌（HPV）疫苗上市是中国女人的灾难
0	化妆品中可以添加EGF因子，修复功能很强大
0	饭后一支烟，赛过活神仙
1	紫色蔬菜（紫茄子、扁豆）有对高血压患者有益的成分
0	电解水壶可以烧出世卫组织认证的好水
0	燕窝能够美容养颜
1	马甲线是瘦出来的，和肌肉多少无关
0	榴莲会让孩子营养过剩
1	乳腺炎可以发生在产后哺乳的任何时期
0	口罩接水不渗水，说明能抵抗新型冠状病毒肺炎
0	减肥期间不能吃肉，吃了就会长胖
1	雄激素低可能会导致男性性功能障碍
1	被蜱虫叮咬患病后，病毒会“人传人”
0	乌梅，小茴香，艾叶可以治疗息肉
0	转基因作物含有目前科学手段测不出来的有害物质
0	吃苦瓜能降血糖
1	美国FDA正式上市“广谱”抗癌药 
0	毒蘑菇经高温烹煮可去毒
0	醋泡果蔬能清除农药残留
1	阿片类止痛药的副作用是便秘
1	有一位艾滋病患者被治愈
0	无籽葡萄是蘸了避孕药的
0	现在的家禽都服用化学饲料，癌症都是吃肉吃出来的
0	小龙虾有大量寄生虫，食用后肺部出现多处空洞
1	抗过敏药也可能引起过敏
1	痛风患者最好不要热敷
1	竹笋采摘之后要尽快“杀青”，以保持脆嫩的口感
0	饭后吃梨可抗癌
0	转基因大豆毁掉了阿根廷农业
0	隐形眼镜会导致白内障
0	卵巢畸胎瘤是怀了怪胎
0	掰手指会使指节变大，导致关节损伤
0	狂犬病病毒不会通过猫传播
0	植物蛋白饮料等于植物蛋白，比动物蛋白更健康
0	添加了AB粉的豆芽会导致儿童性早熟
0	吃荔枝会被测出“酒驾” 
1	乳腺癌在20岁之前比较少见
0	牛奶将人类送进坟墓
0	婴幼儿吃味精会缺锌，导致味觉差、智力减退、性晚熟
1	不管是床栏还是床围，都不应该给婴儿使用
1	抽烟会导致脱发
1	三黄蛋可以放心食用
1	减肥药吃太多会损害身体健康
0	西瓜中间最甜是因为发育时间最长
0	青岛市内公交将停运，酒店不接待大型宴会
1	类风湿关节炎不能治愈
0	维生素补的越多越好
0	体格越好越健壮的人，越容易中暑
1	咖啡与非甾体类解热镇痛药同服不好
1	过期的维生素E乳不建议再使用了
0	宿便跟肿瘤肥胖有关，人体需要排宿便清肠毒
0	胃溃疡患者饭后别吃猕猴桃、桃子和山楂
0	蔓越莓有着神奇的保健功效
0	突然过敏是得了重病
0	BMI可以准确测出肥胖
0	做过激光矫正手术的高度近视患者不要再做眼底检查了
0	劣质纸巾会导致儿童白血病
0	金钱草（马蹄草）能治疗胆结石
1	孩子总用嘴呼吸易致牙不齐甚至呼吸道病变
0	蛋白粉是从地沟来的
0	猫狗会直接导致孕妇流产，怀孕前必须把宠物送走
1	一对双胞胎可能有两个父亲
0	哺乳期间一定要喝催奶汤
0	哺乳期妈妈不能运动
1	日常中的脑力劳动，每小时可消耗100大卡左右能量
0	制造绵白糖要加食用草酸，吃十斤绵白糖会摄入一斤酸
0	麝香膏会导致孕妇流产
1	牙龈出血原因有很多，最常见的原因是牙龈炎和牙周炎
1	花胶是劣质蛋白质，没有什么特殊功效
0	新型冠状病毒和乙肝病毒一样
1	没运动不建议把运动饮料当普通饮料喝
1	厨房用的香料可能会变质，不能长久储存
0	憋气30秒可以测试肺部是否健康
0	贫血的人不会得高血压
0	一针剂、两针剂、雾化吸入的疫苗都打，才能保障健康
0	得了青光眼不用怕，通过积极治疗，完全可以治愈
0	肺结节就是肺癌
0	高钙奶更补钙
0	怀孕后不能吃辣椒
0	喝骨头汤可以补钙
0	阿片类止痛药是毒品，癌症患者不能用
0	粉丝和粉条含铅
0	开加湿器会加大室内雾霾污染
1	婴幼儿最好不要吃咸鸭蛋
0	止痛药治痛经会上瘾、损害肝肾
1	观测日偏食时不能用肉眼直接观测
1	生粽子比较难煮熟
0	喝粥会使血糖快速升高
0	酒泡蒜能溶脑血栓
0	蔓越莓可以治疗妇科炎症
0	月经期（生理期）吃多了不会发胖
1	高温蒸煮可以杀死幽门螺杆菌
0	洗手液含有三氯生会致癌
0	坐月子不能洗澡、洗头，否则容易得病
0	石正丽警告：对疫情不必太乐观，蚊虫或成第三宿主
0	大蒜切开后放置十五分钟再用，才能起到解毒作用
1	肺癌早期没有明显症状
0	一口西兰花，等于吃十条虫
0	大胃王吃播吃完催吐不会伤身体
0	长期服用比索洛尔降压药会损害肝、肾
0	孩子骨密度低证明缺钙
0	杭州医生提示：在人中涂风油精可有效预防呼吸道疾病
0	可以一道心理测试来识别精神病患者
0	牛奶中的天然雌性激素会导致乳房纤维腺瘤
0	个头大、切开以后不辣眼的洋葱是转基因洋葱
0	未标“GB18186”代码的酱油致癌
0	只用一点口水就知道会不会患癌
0	宝宝出生6个月内需要喂水
0	“橡皮蛋”是假鸡蛋
0	芹菜与虾同炒，既破坏营养又危害健康
0	可以根据西瓜的形状、颜色和纹路来挑西瓜
0	速冻食品没有营养
0	补充维生素D可预防癌症
1	全世界近一半的胃癌病人在中国
0	孩子发烧不能用药，要等自愈
0	调血脂的他汀类药物，价格越贵越好
0	祛黑头贴纸能祛除草莓鼻
0	一个月内的婴儿能用“小儿复方磺胺二甲嘧啶散”
0	对虾体内有白色寄生虫
0	鱼油和鱼肝油是同一种东西
0	肛周瘙痒是肿瘤信号
1	跟全层皮肤重建激光治疗相比，点阵激光的不良反应轻
1	有眼睛发红+发痒+脓性分泌物症状可能是结膜炎
0	美国爆发大面积丧尸病毒，现实版行尸走肉来了
0	抗氧化剂补充剂能预防癌症
1	红薯芋头等粗粮蒸煮时间越长GI（升糖指数）越高
0	通过症状可以准确判断肝硬化
1	糖尿病会在夫妻之间“传染”
0	进口车厘子检出新冠阳性所以车厘子不能吃了
0	可以局部减肥
0	加工牛奶连小牛都不能喝，否则会死亡
0	子宫肌瘤手术后不能吃发物（鸡、虾）
0	柠檬姜茶可以治疗冠心病
0	红光、热敷、理疗能有效保养卵巢
0	FDA官员承认过去30年的营养建议错了
0	西兰花在抗癌界是当仁不让的抗癌明星，能防8种癌
0	卵巢巧克力囊肿是因为性经历太丰富
0	不吃早餐可以减肥
0	多吃水果会导致便秘，在肠子里留“宿便”
1	任何特定的食物都不能降血糖，治愈糖尿病
0	输卵管结扎会导致卵巢功能衰退
0	身上有伤口吃了酱油会留疤
0	带防晒指数的底妆可以取代防晒霜
0	隔夜茶毒如蛇，不能喝
0	长了瘤就是得了癌
1	所有人都应该使用含氟牙膏
0	美国将推出治疗新冠的口服液，5天100％清除病毒
0	大数据显示，新冠并没有造成更多人死亡
0	吃面包会导致肾癌
0	鱼籽壮阳
0	乳腺有结节，不及时按摩疏通就会演变成乳腺癌
0	通过食物可以降血糖
0	吃辣椒能减肥
0	宝宝腹泻要用脐贴
0	吃车厘子一次别超过20颗
0	吃了紧急避孕药不能喂奶
1	剩菜不要反复加热
0	用红糖水刷牙可以去除牙垢
0	可利用癌细胞的无限增殖低成本生产肉类
0	胰岛素注射很恐怖、很痛
1	一周吃四次南瓜，女子全身皮肤变黄
0	猪油能消肿减肥、防湿疹、治便秘
0	镇痛药布洛芬副作用大不能用
0	南瓜与豆浆蒸煮能防治退化性膝关节炎
0	花生衣能补血
0	长期给宝宝补充维生素AD会中毒
1	糖尿病患者肿瘤发病率高
0	八宝粥是用海绵做的
0	食盐含亚铁氰化钾有害健康
1	近亲献血有健康风险
0	“防癌食品”和“抗癌保健品”能防癌
0	反季节蔬菜有害
0	每天用肥皂洗鼻窦可以降低感染肺炎风险
0	减肥可以只瘦肚子
0	亚麻籽油能降血脂
0	孩子“吃饱了就睡”会影响长高
0	女孩子胸部到15岁就停止发育了
1	女性一生能够成熟的卵子大约有400个
0	宝宝卵圆孔未闭不能坐飞机
0	乳汁是由血液转化而来的
0	重症肌无力患者活不长
0	小龙虾多用抗生素，吃了致癌
0	啪啪啪太多会导致生殖器颜色加深
0	敷盐包能减肥
0	每个癌症患者都是酸性体质
0	孩子有枕秃就是缺钙
0	笔直的黄瓜，是被喷了药
0	女生喝酸奶、可乐、奶茶会导致长胡须
0	非阿片类止痛药没有副作用可以大剂量使用
0	右手无名指比食指长的男性更容易得前列腺癌
1	紫杉中紫杉醇含量很少
0	日本“添加剂之神”的忏悔：添加剂食品不能吃
0	榴莲与可乐同食，可致咖啡因中毒，引发心脏病猝死
0	“酒煮海带”能让癌细胞自杀
0	含铜绿假单胞菌的饮用水无害
0	土豆二次加热会破坏营养，产生致癌物
0	春季是孩子的黄金补钙期，不要错过
1	补牙之前需要先磨牙
0	胖大海致癌
0	核桃营养丰富，经常吃核桃油孩子会变聪明
0	试管婴儿不会导致输卵管妊娠
1	巧克力囊肿是因为出血像巧克力液
0	大蒜可以防癌
0	每年210万儿童死于装修污染
0	推拿、按摩可以治好静脉曲张
0	草莓掉色是因为染色
0	喝孕妇奶粉容易发胖
1	喝酒伤胃应忌口
0	手术后喝鸽子汤伤口愈合不痒痒
0	“生剖”就是完全不打麻药直接进行剖宫产
0	输液会让孩子的大脑停止发育七天，免疫力下降
0	小龙虾是虫子，吃不得
0	西红柿、香蕉和火腿放冰箱会变有毒
0	吃美白丸能美白
0	空腹喝酸奶会影响消化功能
0	物理疗法能治愈高度近视
0	肾功能障碍和透析的患者不能食用奥司他韦（达菲）
0	血燕营养价值很高
0	柚子汁能减轻体重
0	自闭症会传染，不能让自己的孩子与自闭症儿童接触
0	PET/CT是万能查癌症机
1	单面煎鸡蛋无法彻底杀死细菌，容易引起中毒现象
1	男子感染狂犬病只因被爱犬舔了伤口
1	含有激素的鼻喷剂治疗过敏性鼻炎有副作用
0	只有输液疾病才能好得快
0	大蒜能缓解感冒症状
1	土豆应该放冰箱，不然容易产生毒素
1	没有简单可行的方法来分辨注水牛肉
0	喝红酒可以软化血管
0	夏季不能接种乙脑疫苗
0	有胃病的人不能喝粥，会刺激胃酸分泌
0	拍打拉筋术能治糖尿病
1	美国结直肠癌发病率下降主要得益于结直肠癌筛查
1	蕃茄酱和番茄沙司不一样
0	练瑜伽能减肥
0	癌症疫苗大获成功，癌细胞已扩散也可痊愈
0	“负卡路里”食物让人越吃越瘦
0	植物黄油不安全
0	罐头食品全是防腐剂
0	“无糖月饼”对健康有益
0	“械字号面膜”是化妆品，且比“妆字号面膜”更安全
0	喝精油可以治感冒和胃病
0	驴肉和猪肉同食会腹泻
0	临近保质期的食品，不可以吃了
0	鸡蛋不能与糖精同煮
0	每天叩齿能强健牙齿，拥有一口好牙
0	睡觉时腿抽搐、骨头发疼、腿部经常酸痛是长高的信号
0	用艾叶熏房间，可以杀灭流感病毒
0	吃车前草能抗癌
0	蹲下来头晕就是贫血
1	营养不良会导致脱发
1	有研究显示饮食不规律的人胃癌发生风险提高
0	隔夜饭会产生剧毒
1	蔬菜煮熟会让硝酸盐减少
0	公共厕所常见的干手器能在30秒内杀死新型冠状病毒
0	宝宝对特定配方奶“上瘾”是因为奶粉中添加了东西
0	网红“减肥笔”一月能减10公斤
0	吃加碘盐（海带/碘酒）可以有效防核辐射
0	会阴侧切是残害产妇
1	牙齿敏感不是因为洗牙，真正的根源还是牙周病
0	麦当劳用鸡将彻底告别抗生素
0	高血压患者不能吃榴莲
1	洁厕液与84消毒液混合会产生有毒气体
1	后悔药、绝情丹都是糖果
1	肥胖是影响女性患乳腺癌的重要因素
0	按照月龄细分的配方奶粉对婴儿更好
0	血橙里的红色是染的
0	土豆（马铃薯）生汁能治疗癌症
0	王云慧主任称四名孩童服用尼美舒利颗粒死亡
0	蚂蚁可以治病
0	空腹不能喝牛奶
0	奶粉冲得越浓越有营养
0	哈佛最新研究显示，生白发能够降低患癌风险
1	男人比女人更容易得痛风
1	早期食管癌会出现与进食无关的胸后异物感
0	小孩发热服用布洛芬混悬液会致死
0	茶叶煮鸡蛋不利于吸收铁
0	绿豆解药（西药和中药）
0	寒冷能激活棕色脂肪，可以让人变瘦
0	催熟剂可以让西瓜内部长出塑料
1	非哺乳期也会出现乳腺炎
1	长期服用冰硼散会中毒
1	过量饮酒可能导致听力下降
0	吃猪肉会感染新型冠状病毒
0	有机纯植物饮食更健康
1	卡铂有副作用，会抑制骨髓造血功能
0	喝苏打水会导致骨质疏松
0	吃豌豆能降低血糖
0	钟南山团队研究表明，吸烟者病毒感染率远低于非烟民
0	豆浆比牛奶更补钙，中国人补钙更适合喝豆浆
0	 网上团购的生鲜食物会携带新冠病毒
0	12岁小学生肺癌晚期怪喝饮料熬夜
0	宫颈癌2价疫苗不如4价疫苗，是“淘汰货”
0	空腹吃山楂会伤胃
0	自热火锅发热包对人体健康有害
0	中科院：吃肉相当5粒避孕药，小学生检出兽用抗生素
1	人工泪液可以治疗干眼症
0	存在“无距离遗传”
0	妊娠纹可以有效预防
0	宫颈癌疫苗使受孕率下降
0	肚皮长毛能“生男孩”
0	健胃消食片可以健胃消食，促进消化
0	江苏一男子狂犬病发被处安乐死
0	蜂蜜含雌激素，男孩不宜喝
0	茶要少喝，喝多了对心脏不好
0	美国百事等公司使用流产婴儿组织制造产品
0	无花果可以治疗腹泻
1	隐翅虫会导致皮肤发炎
0	可乐加味精是春药
1	吃深色植物会导致大便呈蓝绿色
1	痛风患者应少吃海鲜等高嘌呤食物，多吃低嘌呤食物
1	怀孕生小孩会导致便秘
0	吸烟可以预防非典，因为烟油可以阻挡病毒进入肺细胞
0	小分子团水能给人体细胞排毒
0	“无癌之国”斐济40年间90万人无一人得癌
1	阿司匹林可治疗脚癣、皮癣
0	国外“视力恢复术”能治疗近视
0	亚麻籽油可以降血脂
0	莲雾、桑葚、榴莲、红豆、南瓜能对抗子宫衰老
1	人在饥饿的时候，容易发脾气
1	喝纯牛奶可以解重金属中毒
0	血燕，是燕子吐血而造的窝
0	日本厂家推出一体化防护头盔
0	国外的宫颈癌疫苗不适合中国人
1	雾霾对人体的危害是全方位的
1	乳腺癌早期治愈率很高，达到80%-90%
1	3岁以下婴幼儿不宜吃巧克力
1	久坐会折寿
0	少吃主食就能治好糖尿病
0	秋葵泡水可治愈糖尿病
1	胃癌高危人群建议40岁后进行胃癌筛查
0	共用水银腋下体温针会造成交叉传染
0	 精油、药物按摩可以有效保养卵巢
0	男性喝豆浆会变娘
1	边缘不规则的痣要注意
1	肠型胃癌基本上会经历四个阶段
0	隔夜菜不能吃
1	弥漫性胃癌最好的预防方式是全胃切除
0	奶精里面含牛奶
0	草药蒸下体（阴道）能清洁阴道子宫、治痛经妇科疾病
0	溏心蛋比全熟蛋更有营养
0	一个月大的宝宝舌苔厚白是消化不良
1	冬季是肺结核高发的季节
0	饭后抽烟和立即睡觉会诱发脑梗
0	孕期按摩乳房可以增加乳汁
0	跑步会粗腿
0	绿豆用铁锅煮生成黑色单宁铁，会影响人体消化吸收
1	西瓜最中间的那一块最好吃
0	维C可以预防新型冠状病毒肺炎
0	推拿能够将突出的椎间盘复位
1	怀孕会导致母乳的奶量和口味产生变化
1	肥胖的人更容易得子宫肌瘤
0	醋泡海带可以减肥
1	早期结直肠癌治疗效果好
0	钙补多了会导致宝宝头太硬，生不出来
0	小虫子可以传播艾滋病
0	鸡蛋不宜与海鱼同食
0	脚底冰凉、脚部水肿、双脚发臭，说明肾脏出了问题
1	日常接触不会感染艾滋病
0	子宫内膜脱落不下来会造成痛经，积累成为子宫肌瘤
0	镭射减肥不反弹
0	开闪光灯拍照，宝宝会被“闪瞎”
1	防炭疽吃畜肉要煮沸
0	趴睡有益于婴儿胃的蠕动及消化，能预防呕吐
1	小孩子戴眼镜遮住一只眼是为了治疗弱视（遮盖治疗）
0	香蕉皮能治病
0	天然泻药能治疗便秘、排宿便、排毒素
0	雪糕不易融化全靠添加剂，长期食用危害严重
0	羊奶皂添加羊奶，对皮肤有神奇功效
0	婴儿辅食需要加盐
0	红皮鸡蛋比白皮鸡蛋营养更高
0	长期便秘容易得大肠癌
0	颜色鲜红、果实较硬、不易裂的番茄是转基因的
0	20年大样本研究证明“适量饮酒有益健康”
0	国内约有21000家医疗机构被要求停止输液
0	干眼症也可以戴美瞳
1	阴道炎要治疗好了才能备孕
0	钟南山：已挺过一个14天，2月7号起第二个14天
0	精榨菜籽油级别越高越好
0	用蛋清能够治疗烧伤
0	脖子上的“富贵包”会压迫动脉致死
0	脑袋大的宝宝更聪明
0	菌类不能和茄子一起吃
0	新冠死者平均只损失了几个月的寿命
1	恶性肿瘤可能发生在间胚叶或结缔组织（骨肉瘤等）
1	自然和社会因素影响流行性脑脊髓膜炎的流行
1	男性也会得乳腺癌
1	新型冠状病毒无症状感染者存在传播风险
0	长期喝松针茶，会导致骨质脆化
1	脸上的雀斑可以用激光点掉
1	我国是肝癌高发国家，占全球肝癌的50%以上
0	生姜红糖茶可以治疗痛经
0	云南文山平坝野生菌毒死一家六口
0	乳酸菌素片可以治疗小儿腹泻、消化不良
1	做冷光美白牙齿会疼
0	治疗抑郁症可以3天见效
0	宫寒的人怀孕，孩子等于住在冰冷的房子里面
1	不抽烟不喝酒不吃辣也有可能得肺癌
1	减少反式脂肪酸的摄入，可以降低心血管疾病的风险
0	皮试可以准确判断人体是否对药物过敏
1	长脂肪是人类面对恶劣的生存环境演化出的基本技能
0	献血能减肥
1	高龄产妇出现胎儿染色体异常的风险更高
0	心搏骤停！只需捏捏腋窝抬抬手
0	利用月经周期可以有效减肥
1	暴饮暴食或急速的高脂肪饮食可能会激发胰腺炎
0	想生男孩吃半年热干面
1	硅凝胶对于面积小的疤痕有祛疤作用
0	中风偏瘫分“男左女右”
0	肉松洗出棉花絮状物
0	“黑色冰淇淋”会影响身体营养和药物的吸收
0	麦片中含有超标的草甘膦，会致癌
0	男人性生活过于频繁会折寿
0	洋葱熬水可以止咳、增强抵抗力
1	腿麻可能提示糖尿病脑中风等疾病
0	开心乐园餐放了六年都没有像一般的食物那样腐烂降解
0	弱视是因为眼睛疾病引起的
1	过度饮酒可能会导致“假日心脏综合征”
1	亲吻可能导致宝宝脑瘫
0	新冠疫苗含艾滋病毒、狂犬病毒序列，还会入侵大脑
0	豆腐忌菠菜，同食会得肾结石
0	吃鸡蛋会“伤心”
0	金针菇与金针菜（黄花菜）是一个东西
1	美国一公司发布的“人造牛肉汉堡”口味营养堪比真肉
0	糖尿病人不能吃栗子
0	人需要吃保健品补充辅酶Q10
1	共餐不会传染乙肝
1	哺乳时挤压按摩乳房效果更好
1	高尿酸人要多喝水
0	人的胃会越撑越大，越饿越小
0	大西瓜放400天不烂，只因喷了防腐剂
1	短效避孕药可以调节月经（生理期）
0	芸豆补钙效果比牛奶强
0	葡萄无籽是“服”了避孕药
0	药物或保健品能溶掉骨刺
0	吃水果蔬菜就会感染新型冠状病毒
1	多吃蔬菜水果可以预防胆结石
0	儿童夜里磨牙就是肚子里有蛔虫，要驱虫
0	青梅精可以减肥
0	智能手表可以直接检测出新冠患者
1	过度减肥，可能导致月经（例假）不来，甚至闭经
1	咸菜没腌透，对身体有害
0	HIV携带者=艾滋病患者
0	红薯叶能改善便秘
0	孕期不能拍X光片
0	孕前检查是女人的事
0	肺气肿会传染
0	吃萝卜后半小时内，最好不要再食用其它食物
0	晚生（超过预产期）的孩子更聪明
0	乙肝抗病毒药有成瘾性，不能吃
1	杨梅最容易生虫
0	裸眼视力和近视度数是一回事
1	提子是葡萄的一种
0	复原乳是假牛奶，堪称奶中“地沟油”
0	空腹不能喝牛奶，蛋白质不能完全吸收，有损健康
0	饮食疗法能抗肿瘤
0	湿疹多半是吃出来的，医生说三种食物，再美味也别吃
1	尿酸高的人不建议吃虾
0	高蛋白饮食致癌
1	人体每日摄入过多食盐易患多种疾病
0	马拉松是“健康杀手”
0	热水冲蜂蜜会破坏营养
0	空气炸锅煎炸的食物会致癌
0	薄片奶酪含有致病磷酸盐不能吃
0	28岁“水泥妹”每天扛50吨水泥赚钱救夫
0	蘑菇小米大黄米同食会产生毒素
1	40岁以上女性建议每年1次乳腺X线检查
0	长期不生病的人，一得病就是大病
0	黑松露可以增强体质、提高性能力
0	口服含有姬松茸成分的产品可以清除HPV病毒
0	焦点访谈称啤酒饮料中含有多菌灵，饮用后可致癌
0	洋葱不能跟蜂蜜一起吃
0	意外怀孕不想要孩子，敲打腹部就能流产成功
0	红壳鸡蛋更有营养
0	泡水显出深红色就是染色花生
1	熟肉放冰箱冷藏柜里不适宜超过四天
0	低血糖=贫血
1	裸睡可以提高睡眠质量、让皮肤更好，还有助减肥
1	不建议肾病患者吃杨桃
1	敏感性皮肤要用特定的护肤品
0	高福和钟南山对“打不打疫苗”的说法不一致
0	酸奶出黄水不能喝
0	戴变色眼镜会诱发白内障
0	癌症患者不能喝牛奶，会导致缺铁性贫血
0	用椰子油、芦荟、茶树精油洗头能有效去除头皮屑
0	心脏荷尔蒙可以使癌症自愈
0	撕不烂的紫菜是塑料做的
0	穴道按摩能治好近视
0	维生素Ｅ能够去除脂肪粒
0	患荨麻疹的时候不能要小孩
0	十二点出生的孩子更壮实聪明，因为正午“阳气”最足
0	结石患者不能喝豆浆
0	多喝60度的开水能预防新型肺炎
0	孕期不能吃冰淇淋
0	吃蒲公英能抗癌
0	炸鸡、烤肉、辣条导致青春期男孩头皮出油
0	猕猴桃和奇异果是两种水果
0	土豆烧牛肉会引起肠胃功能紊乱
0	高级的神户牛肉比普通牛肉营养更好
0	吃伟哥会上瘾
0	台湾专家：根据一篇论文可以得出新冠病毒源头是美国
0	鸡蛋过敏者不能接种流感疫苗
0	法国的新冠变异株能逃避核酸检测
0	吃花生皮能补血
0	全国优质医院专科排行榜发布，看病不愁，快收藏！
0	螃蟹加西红柿等同吃砒霜
0	鸡蛋煮久了，会产生有害物质，营养变差
0	食用畸形膨大的草莓会致癌
0	食物的酸碱性会影响生儿生女
0	坐飞机高空氧气稀薄，胎儿会缺氧
0	皮皮虾煮熟后有红色硬状物，是被“注胶”的
0	安宫牛黄丸可以预防、治疗中风
0	猪油可以补充维生素A
0	红薯叶能促进乳汁分泌
0	排酸肉（冷却肉）更营养
0	长期吃降压药的人，会记忆力减退、便秘、腹泻
0	血管堵塞20%没感觉，40%容易累，50%血压高
1	风湿病和免疫相关
0	谷物（小麦）中的麸质对身体健康有害
0	微电流可以美容
0	少女痛经，结婚了就能好转
0	鸡爪有五个爪子的不能吃
0	玛卡是“植物伟哥”，能补肾（改善性能力）
0	母乳会导致新生儿黄疸
0	糖尿病人可以放心吃无糖食品
0	腰疼的原因是肾虚
0	空腹喝蜂蜜水会增加身体酸性
0	妇产科手术后不能进食
0	追求最好效果，就打三针的新冠疫苗
0	带钢圈文胸会导致乳腺癌
0	催熟水果会导致性早熟
0	低碳水化合物饮食能减肥
0	孕妇多吃水果宝宝皮肤好皮肤白
0	点燃生命的奇迹：快乐旅游治愈癌症
0	FDA专员公开认错：我们给的营养建议，错了
0	豆浆能提升孕酮
1	点外卖感染新冠病毒的可能性极低
0	容易生疖的人不能吃桃子
0	手机长期挂在胸前（放在胸罩中）会导致乳腺癌
0	多吃水果会导致女性提前绝经
1	雄秃是多基因遗传病
1	牛乳蛋白过敏的人最好不要喝牛奶
0	辉瑞疫苗对亚裔有效率不足
0	新型冠状病毒是SARS病毒的进化
0	不吃晚饭能减肥
